anio	mes	tipo_centro	subtipo_centro	centro	categoria	cuartos_disponibles	cuartos_ocupados_no_residentes	cuartos_ocupados_residentes	llegada_turistas_no_residentes	llegada_turistas_residentes	turistas_noche_no_residentes	turistas_noche_residentes
2016	01	Ciudades	Interior	Zacatecas	5 estrellas	20639	1034	10286	732	8990	1528	17101
2016	01	Ciudades	Fronterizas	Ciudad Juárez	3 estrellas	61411	303	36348	381	38576	626	38800
2016	01	Ciudades	Fronterizas	Ciudad Juárez	4 estrellas	46560	1624	23829	804	23899	2917	26546
2016	01	Ciudades	Fronterizas	Ciudad Juárez	5 estrellas	21979	0	10889	0	10889	0	10889
2016	01	Ciudades	Fronterizas	Mexicali	1 estrella	2015	169	695	338	1390	338	1390
2016	01	Ciudades	Fronterizas	Mexicali	2 estrellas	15004	2684	4251	3275	4845	3870	5439
2016	01	Ciudades	Fronterizas	Mexicali	3 estrellas	12679	2698	4880	2805	4448	3568	5730
2016	01	Ciudades	Fronterizas	Mexicali	4 estrellas	27001	4565	10181	4934	9924	6052	13431
2016	01	Ciudades	Fronterizas	Mexicali	5 estrellas	13826	2513	5319	2674	5537	3230	6957
2016	01	Ciudades	Fronterizas	Piedras Negras	3 estrellas	9455	351	3725	679	7371	679	7371
2016	01	Ciudades	Fronterizas	Piedras Negras	4 estrellas	10400	620	4515	849	7110	1014	7955
2016	01	Ciudades	Fronterizas	Piedras Negras	5 estrellas	7750	602	1781	54	1274	608	3255
2016	01	Ciudades	Fronterizas	Tecate	2 estrellas	2108	137	682	282	1381	295	1467
2016	01	Ciudades	Fronterizas	Tecate	3 estrellas	4061	158	834	335	1678	342	1791
2016	01	Ciudades	Fronterizas	Tecate	4 estrellas	2759	116	1057	239	2099	248	2136
2016	01	Ciudades	Fronterizas	Tijuana	2 estrellas	25916	3051	3358	3651	3776	3678	3873
2016	01	Ciudades	Fronterizas	Tijuana	3 estrellas	40308	6269	10772	6161	11173	6538	11940
2016	01	Ciudades	Fronterizas	Tijuana	4 estrellas	39370	7303	12242	7270	12396	7512	13149
2016	01	Ciudades	Fronterizas	Tijuana	5 estrellas	40300	10032	16096	9973	16267	10264	17221
2016	02	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	3 estrellas	10121	4793	3193	5291	5239	11937	7882
2016	02	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	4 estrellas	42166	9860	22698	6924	16492	19136	47374
2016	02	Centros de Playa	Integralmente Planeados	Ixtapa - Zihuatanejo	5 estrellas	98210	42307	36929	11507	36977	81145	83554
2016	02	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	2 estrellas	5191	0	1766	0	2389	0	3700
2016	02	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	3 estrellas	12064	0	2936	0	4944	0	8136
2016	02	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	4 estrellas	29522	9778	11826	1640	8311	19490	25327
2016	02	Centros de Playa	Integralmente Planeados	Bahías de Huatulco	5 estrellas	59073	34238	14915	5872	5806	70828	31281
2016	02	Centros de Playa	Integralmente Planeados	Cancún	1 estrella	11281	0	808	0	1198	0	1671
2016	02	Centros de Playa	Integralmente Planeados	Cancún	2 estrellas	14152	2435	7738	1316	4856	4827	13285
2016	02	Centros de Playa	Integralmente Planeados	Cancún	3 estrellas	82418	34967	29733	23303	25088	88376	66650
2016	02	Centros de Playa	Integralmente Planeados	Cancún	4 estrellas	124729	74123	32359	76750	42569	212268	97272
2016	02	Centros de Playa	Integralmente Planeados	Cancún	5 estrellas	686683	499869	48248	453742	44187	1540001	132655
2016	02	Centros de Playa	Integralmente Planeados	Loreto	1 estrella	4031	0	1470	0	2941	0	2941
2016	02	Centros de Playa	Integralmente Planeados	Loreto	3 estrellas	4117	1482	884	1735	932	2630	1513
2016	02	Centros de Playa	Integralmente Planeados	Loreto	4 estrellas	5336	1106	597	638	640	2106	1492
2016	02	Centros de Playa	Integralmente Planeados	Loreto	5 estrellas	12151	3622	316	1928	118	7177	459
2016	02	Centros de Playa	Integralmente Planeados	Los Cabos	1 estrella	10875	1802	2917	1625	2365	3281	4542
2016	02	Centros de Playa	Integralmente Planeados	Los Cabos	2 estrellas	3683	393	399	351	206	587	478
2016	02	Centros de Playa	Integralmente Planeados	Los Cabos	3 estrellas	21170	8361	6214	4909	4906	17094	10912
2016	02	Centros de Playa	Integralmente Planeados	Los Cabos	4 estrellas	54069	26322	11362	8595	5942	52941	23163
2016	02	Centros de Playa	Integralmente Planeados	Los Cabos	5 estrellas	301591	221055	21570	88117	7898	504639	47632
2016	02	Centros de Playa	Otros	Isla Mujeres	1 estrella	4466	2150	1602	4367	3216	4577	3400
2016	02	Centros de Playa	Otros	Isla Mujeres	2 estrellas	5742	1667	1251	3376	2538	3543	2678
2016	02	Centros de Playa	Otros	Isla Mujeres	3 estrellas	4930	2026	1435	4039	2958	4209	3135
2016	02	Centros de Playa	Otros	Isla Mujeres	4 estrellas	8120	3859	2888	7805	5863	8172	6204
2016	02	Centros de Playa	Otros	Isla Mujeres	5 estrellas	10614	5144	3760	10370	7638	10862	8083
2016	02	Centros de Playa	Otros	Nuevo Nayarit	3 estrellas	1450	0	1110	0	2365	0	2365
2016	02	Centros de Playa	Otros	Nuevo Nayarit	4 estrellas	21721	16376	4113	3581	4045	33801	11919
2016	02	Centros de Playa	Otros	Nuevo Nayarit	5 estrellas	219674	167948	27380	58128	16693	372376	64805
2016	02	Centros de Playa	Otros	Playas de Rosarito	1 estrella	2987	267	499	629	1207	745	1355
2016	02	Centros de Playa	Otros	Playas de Rosarito	2 estrellas	10759	699	1774	1452	4012	1709	4449
2016	02	Centros de Playa	Otros	Playas de Rosarito	3 estrellas	18444	1165	2262	2630	5098	3046	5762
2016	02	Centros de Playa	Otros	Playas de Rosarito	4 estrellas	14877	836	2406	1878	5623	2154	6415
2016	02	Centros de Playa	Otros	Playas de Rosarito	5 estrellas	17835	1782	7113	4089	16367	4565	18270
2016	02	Centros de Playa	Otros	Puerto Escondido	1 estrella	8961	588	2196	288	3571	1055	5018
2016	02	Centros de Playa	Otros	Puerto Escondido	2 estrellas	15834	424	4152	14	6660	535	9088
2016	02	Centros de Playa	Otros	Puerto Escondido	3 estrellas	16443	244	3700	0	4040	244	6518
2016	02	Centros de Playa	Otros	Puerto Escondido	4 estrellas	17661	1205	7377	444	10667	1867	16345
2016	02	Centros de Playa	Otros	Puerto Escondido	5 estrellas	5336	0	636	0	1388	0	1820
2016	02	Centros de Playa	Otros	Riviera Maya	2 estrellas	15160	10903	1538	4372	1256	22740	4147
2016	02	Centros de Playa	Otros	Riviera Maya	3 estrellas	50714	37569	818	16187	676	80419	1900
2016	02	Centros de Playa	Otros	Riviera Maya	4 estrellas	113342	98543	1134	33365	941	205969	3107
2016	02	Centros de Playa	Otros	Riviera Maya	5 estrellas	896989	743490	4281	252064	2933	1575671	10701
2016	02	Centros de Playa	Otros	San Felipe	1 estrella	2784	297	482	397	1063	650	1171
2016	02	Centros de Playa	Otros	San Felipe	2 estrellas	2552	270	664	755	1811	755	1811
2016	02	Centros de Playa	Otros	San Felipe	3 estrellas	5046	692	651	1832	1607	1869	1707
2016	02	Centros de Playa	Otros	San Felipe	4 estrellas	8752	731	776	1772	1869	1772	1869
2016	02	Centros de Playa	Otros	Tonalá Puerto Arista	1 estrella	5945	0	772	0	1849	0	1901
2016	02	Centros de Playa	Otros	Tonalá Puerto Arista	2 estrellas	5626	5	1159	9	2641	9	2641
2016	02	Centros de Playa	Otros	Tonalá Puerto Arista	3 estrellas	7308	31	2617	56	5575	59	5775
2016	02	Centros de Playa	Tradicionales	Acapulco	1 estrella	11397	0	1504	0	2927	0	3008
2016	02	Centros de Playa	Tradicionales	Acapulco	2 estrellas	53070	0	16538	0	19452	0	40853
2016	02	Centros de Playa	Tradicionales	Acapulco	3 estrellas	109448	0	28922	0	52063	0	55120
2016	02	Centros de Playa	Tradicionales	Acapulco	4 estrellas	193695	9691	81826	3503	160593	18596	202100
2016	02	Centros de Playa	Tradicionales	Acapulco	5 estrellas	172446	8634	88451	8776	149818	20274	206620
2016	02	Centros de Playa	Tradicionales	Cozumel	1 estrella	6177	290	1744	469	3525	469	3525
2016	02	Centros de Playa	Tradicionales	Cozumel	2 estrellas	5394	0	1228	0	2450	0	2471
2016	02	Centros de Playa	Tradicionales	Cozumel	3 estrellas	13166	3769	3520	2317	2948	8113	7457
2016	02	Centros de Playa	Tradicionales	Cozumel	4 estrellas	37729	25601	7220	12840	4928	52272	14217
2016	02	Centros de Playa	Tradicionales	Cozumel	5 estrellas	62872	40454	5527	19251	3010	81521	10586
2016	02	Centros de Playa	Tradicionales	La Paz	1 estrella	7482	1771	3061	856	1454	1841	5219
2016	02	Centros de Playa	Tradicionales	La Paz	2 estrellas	6380	76	1434	76	2056	76	2693
2016	02	Centros de Playa	Tradicionales	La Paz	3 estrellas	18589	330	7944	214	5169	330	10794
2016	02	Centros de Playa	Tradicionales	La Paz	4 estrellas	33263	2963	12422	2209	11335	5171	22567
2016	02	Centros de Playa	Tradicionales	La Paz	5 estrellas	11804	669	3460	480	3021	740	5510
2016	02	Centros de Playa	Tradicionales	Manzanillo	1 estrella	5162	0	1243	0	918	0	2372
2016	02	Centros de Playa	Tradicionales	Manzanillo	2 estrellas	10034	0	2504	0	1060	0	5385
2016	02	Centros de Playa	Tradicionales	Manzanillo	3 estrellas	15950	552	6072	375	5109	979	10436
2016	02	Centros de Playa	Tradicionales	Manzanillo	4 estrellas	37584	1121	13214	395	17984	2534	44632
2016	02	Centros de Playa	Tradicionales	Manzanillo	5 estrellas	34742	5615	15807	3195	11649	11126	37735
2016	02	Centros de Playa	Tradicionales	Mazatlán	1 estrella	12557	0	3870	0	6778	0	7847
2016	02	Centros de Playa	Tradicionales	Mazatlán	2 estrellas	21286	0	4863	0	7558	0	11171
2016	02	Centros de Playa	Tradicionales	Mazatlán	3 estrellas	34336	5770	13483	2774	18026	11618	28286
2016	02	Centros de Playa	Tradicionales	Mazatlán	4 estrellas	81374	8112	32155	2301	36898	15875	74458
2016	02	Centros de Playa	Tradicionales	Mazatlán	5 estrellas	118972	60033	31545	29221	29678	177358	105428
2016	02	Centros de Playa	Tradicionales	Veracruz-Boca del Río	1 estrella	43529	0	13379	0	25456	0	25534
2016	02	Centros de Playa	Tradicionales	Veracruz-Boca del Río	2 estrellas	46603	1115	19956	1853	39535	2214	39699
2016	02	Centros de Playa	Tradicionales	Veracruz-Boca del Río	3 estrellas	55191	736	12368	628	11793	1423	23195
2016	02	Centros de Playa	Tradicionales	Veracruz-Boca del Río	4 estrellas	69281	5	35665	5	48652	5	66538
2016	02	Centros de Playa	Tradicionales	Veracruz-Boca del Río	5 estrellas	36221	685	17602	773	34637	871	34637
2016	02	Centros de Playa	Tradicionales	Puerto Vallarta	1 estrella	11223	3905	2262	858	2759	5582	4689
2016	02	Centros de Playa	Tradicionales	Puerto Vallarta	2 estrellas	8874	4971	2513	2345	1896	10858	5636
2016	02	Centros de Playa	Tradicionales	Puerto Vallarta	3 estrellas	49039	26812	12933	9271	8447	50274	28492
2016	02	Centros de Playa	Tradicionales	Puerto Vallarta	4 estrellas	101463	45555	41721	15377	26056	92757	90761
2016	02	Centros de Playa	Tradicionales	Puerto Vallarta	5 estrellas	186209	121763	39550	43626	26200	247305	83782
2016	02	Ciudades	Grandes	Ciudad de México	1 estrella	116604	27589	56524	37106	106030	66906	135061
2016	02	Ciudades	Grandes	Ciudad de México	2 estrellas	168983	3721	104044	3019	108537	6108	204156
2016	02	Ciudades	Grandes	Ciudad de México	3 estrellas	304152	39441	153512	29035	164751	63484	293016
2016	02	Ciudades	Grandes	Ciudad de México	4 estrellas	367375	42526	216840	20917	160048	66540	355445
2016	02	Ciudades	Grandes	Ciudad de México	5 estrellas	525016	141044	225870	82306	151459	214775	334031
2016	02	Ciudades	Grandes	Guadalajara	1 estrella	94395	27	38477	18	43571	41	72507
2016	02	Ciudades	Grandes	Guadalajara	2 estrellas	21808	45	6073	6	7601	45	11847
2016	02	Ciudades	Grandes	Guadalajara	3 estrellas	102312	837	40580	750	49337	1528	84976
2016	02	Ciudades	Grandes	Guadalajara	4 estrellas	185377	20546	72956	15085	58645	33631	121012
2016	02	Ciudades	Grandes	Guadalajara	5 estrellas	126617	21795	63053	23174	61486	34034	98185
2016	02	Ciudades	Grandes	Monterrey	1 estrella	3451	0	762	0	743	0	1340
2016	02	Ciudades	Grandes	Monterrey	2 estrellas	14674	81	2422	128	3488	128	4790
2016	02	Ciudades	Grandes	Monterrey	3 estrellas	39701	265	25655	132	15938	343	41040
2016	02	Ciudades	Grandes	Monterrey	4 estrellas	160892	13990	105441	7254	79095	15491	152298
2016	02	Ciudades	Grandes	Monterrey	5 estrellas	154222	27902	66632	19017	46771	34454	93213
2016	02	Ciudades	Interior	Aguascalientes	1 estrella	8874	0	3936	0	859	0	6643
2016	02	Ciudades	Interior	Aguascalientes	2 estrellas	17893	0	7286	0	7476	0	14583
2016	02	Ciudades	Interior	Aguascalientes	3 estrellas	34017	6809	11910	4778	8133	11328	16820
2016	02	Ciudades	Interior	Aguascalientes	4 estrellas	45837	2958	19304	591	15101	3135	29753
2016	02	Ciudades	Interior	Aguascalientes	5 estrellas	23171	4473	8946	1761	5663	4796	10576
2016	02	Ciudades	Interior	Campeche	1 estrella	4163	23	1192	41	2265	41	2300
2016	02	Ciudades	Interior	Campeche	2 estrellas	5684	1645	1901	2516	2220	3346	3232
2016	02	Ciudades	Interior	Campeche	3 estrellas	5162	413	1888	714	1801	757	2998
2016	02	Ciudades	Interior	Campeche	4 estrellas	17429	3040	5159	4778	6868	5380	9538
2016	02	Ciudades	Interior	Campeche	5 estrellas	7656	2495	2432	2101	2224	3566	3257
2016	02	Ciudades	Interior	Celaya	1 estrella	3712	41	1689	0	3034	41	3612
2016	02	Ciudades	Interior	Celaya	2 estrellas	11426	0	5188	0	5703	0	8617
2016	02	Ciudades	Interior	Celaya	3 estrellas	10440	0	5426	0	7093	0	7958
2016	02	Ciudades	Interior	Celaya	4 estrellas	30595	941	13908	686	17650	1207	21460
2016	02	Ciudades	Interior	Celaya	5 estrellas	3654	2347	1028	109	454	2354	1200
2016	02	Ciudades	Interior	Chihuahua	1 estrella	3741	67	2366	67	2464	67	2482
2016	02	Ciudades	Interior	Chihuahua	2 estrellas	5916	80	3945	33	4091	127	5861
2016	02	Ciudades	Interior	Chihuahua	3 estrellas	24331	635	6424	388	5576	999	11456
2016	02	Ciudades	Interior	Chihuahua	4 estrellas	32212	1068	19135	1060	16813	1176	23035
2016	02	Ciudades	Interior	Chihuahua	5 estrellas	48894	3437	23281	1668	12760	4368	33722
2016	02	Ciudades	Interior	Coatzacoalcos	1 estrella	2230	0	264	0	546	0	546
2016	02	Ciudades	Interior	Coatzacoalcos	2 estrellas	1885	0	573	0	617	0	994
2016	02	Ciudades	Interior	Coatzacoalcos	3 estrellas	19169	0	10019	0	13313	0	14072
2016	02	Ciudades	Interior	Coatzacoalcos	4 estrellas	19227	0	9682	0	10954	0	12624
2016	02	Ciudades	Interior	Coatzacoalcos	5 estrellas	9251	888	3723	140	3586	910	4420
2016	02	Ciudades	Interior	Colima	1 estrella	5046	20	2474	26	1449	41	4686
2016	02	Ciudades	Interior	Colima	2 estrellas	2262	0	731	0	372	0	1264
2016	02	Ciudades	Interior	Colima	3 estrellas	4611	251	1491	271	1099	480	2839
2016	02	Ciudades	Interior	Colima	4 estrellas	12528	210	5531	339	5968	349	9744
2016	02	Ciudades	Interior	Colima	5 estrellas	2958	0	1121	0	614	0	1752
2016	02	Ciudades	Interior	Comitán de Domínguez	1 estrella	9019	356	2362	653	3743	675	4166
2016	02	Ciudades	Interior	Comitán de Domínguez	2 estrellas	3973	62	1074	117	1664	127	1951
2016	02	Ciudades	Interior	Comitán de Domínguez	3 estrellas	3422	8	714	8	1235	12	1364
2016	02	Ciudades	Interior	Comitán de Domínguez	4 estrellas	4321	4	1110	4	1446	4	2031
2016	02	Ciudades	Interior	Culiacán	1 estrella	4845	0	1375	0	2718	0	2718
2016	02	Ciudades	Interior	Culiacán	2 estrellas	4698	0	1357	0	2152	0	2547
2016	02	Ciudades	Interior	Culiacán	3 estrellas	23694	4835	8651	4235	17391	5553	17391
2016	02	Ciudades	Interior	Culiacán	4 estrellas	15871	0	7503	0	9220	0	13881
2016	02	Ciudades	Interior	Culiacán	5 estrellas	22562	1453	9982	959	10144	2379	17393
2016	02	Ciudades	Interior	Durango	1 estrella	3219	0	1221	0	1259	0	2047
2016	02	Ciudades	Interior	Durango	2 estrellas	6148	0	3724	0	5305	0	6870
2016	02	Ciudades	Interior	Durango	3 estrellas	11206	0	5489	0	6871	0	9171
2016	02	Ciudades	Interior	Durango	4 estrellas	22939	1024	13617	996	8208	1879	17460
2016	02	Ciudades	Interior	Durango	5 estrellas	6293	291	3576	291	3807	293	3807
2016	02	Ciudades	Interior	El Fuerte	1 estrella	3480	36	523	71	1014	71	1014
2016	02	Ciudades	Interior	El Fuerte	2 estrellas	1073	19	167	37	333	37	333
2016	02	Ciudades	Interior	El Fuerte	3 estrellas	2842	6	403	11	778	11	778
2016	02	Ciudades	Interior	El Fuerte	5 estrellas	4060	373	584	711	1044	711	1054
2016	02	Ciudades	Interior	Guanajuato	1 estrella	3248	0	379	0	619	0	824
2016	02	Ciudades	Interior	Guanajuato	2 estrellas	16037	0	1843	0	4448	0	4807
2016	02	Ciudades	Interior	Guanajuato	3 estrellas	21460	114	4429	120	8254	194	9461
2016	02	Ciudades	Interior	Guanajuato	4 estrellas	29754	882	11182	915	19601	1746	22125
2016	02	Ciudades	Interior	Guanajuato	5 estrellas	15950	171	6488	290	7863	320	12048
2016	02	Ciudades	Interior	Hermosillo	2 estrellas	3770	0	1869	0	1233	0	2638
2016	02	Ciudades	Interior	Hermosillo	3 estrellas	14442	331	7124	400	7754	444	13711
2016	02	Ciudades	Interior	Hermosillo	4 estrellas	47979	651	22790	574	19729	951	41753
2016	02	Ciudades	Interior	Hermosillo	5 estrellas	14181	1263	6525	854	4626	1674	7960
2016	02	Ciudades	Interior	Irapuato	1 estrella	4727	0	1674	0	2843	0	2843
2016	02	Ciudades	Interior	Irapuato	2 estrellas	5655	0	1700	0	2431	0	3431
2016	02	Ciudades	Interior	Irapuato	3 estrellas	9106	7	4941	3	5912	7	8228
2016	02	Ciudades	Interior	Irapuato	4 estrellas	23142	0	13674	0	9646	0	17215
2016	02	Ciudades	Interior	Irapuato	5 estrellas	7830	811	2944	228	3267	845	4341
2016	02	Ciudades	Interior	León	1 estrella	18241	0	9323	0	17920	0	17920
2016	02	Ciudades	Interior	León	2 estrellas	15162	0	4916	0	5821	0	8477
2016	02	Ciudades	Interior	León	3 estrellas	37439	0	14267	0	25617	0	29811
2016	02	Ciudades	Interior	León	4 estrellas	46400	0	24211	0	40975	0	43512
2016	02	Ciudades	Interior	León	5 estrellas	41992	3067	23320	1063	21950	3371	35877
2016	02	Ciudades	Interior	Los Mochis	1 estrella	4292	6	1095	6	2124	6	2124
2016	02	Ciudades	Interior	Los Mochis	2 estrellas	5945	7	3943	16	5347	16	6882
2016	02	Ciudades	Interior	Los Mochis	3 estrellas	9106	53	3454	63	5562	63	6257
2016	02	Ciudades	Interior	Los Mochis	4 estrellas	14762	244	7275	163	6640	387	12300
2016	02	Ciudades	Interior	Los Mochis	5 estrellas	3567	45	1816	76	3817	76	3817
2016	02	Ciudades	Interior	Mérida	1 estrella	17748	2361	5501	4445	6840	4459	10384
2016	02	Ciudades	Interior	Mérida	2 estrellas	10382	10	3686	20	5324	20	5771
2016	02	Ciudades	Interior	Mérida	3 estrellas	37410	1241	18326	730	13798	1736	26071
2016	02	Ciudades	Interior	Mérida	4 estrellas	55589	8476	28042	7816	20728	15236	46285
2016	02	Ciudades	Interior	Mérida	5 estrellas	73341	9487	31821	8978	22728	12754	43730
2016	02	Ciudades	Interior	Morelia	1 estrella	7685	7	1157	7	2013	7	2013
2016	02	Ciudades	Interior	Morelia	2 estrellas	11774	31	4719	37	6691	43	8801
2016	02	Ciudades	Interior	Morelia	3 estrellas	26674	0	6990	0	11975	0	13157
2016	02	Ciudades	Interior	Morelia	4 estrellas	47792	0	26250	0	20200	0	36456
2016	02	Ciudades	Interior	Morelia	5 estrellas	20445	750	4708	1365	5185	1501	9188
2016	02	Ciudades	Interior	Oaxaca	1 estrella	23113	2124	5984	797	10394	2875	10974
2016	02	Ciudades	Interior	Oaxaca	2 estrellas	30624	116	9388	155	15192	229	18441
2016	02	Ciudades	Interior	Oaxaca	3 estrellas	39021	1019	13417	743	20282	1831	23729
2016	02	Ciudades	Interior	Oaxaca	4 estrellas	57246	7683	20622	6759	23030	13872	42377
2016	02	Ciudades	Interior	Oaxaca	5 estrellas	14297	2485	5751	1818	3464	4470	12676
2016	02	Ciudades	Interior	Pachuca	2 estrellas	4901	0	1389	0	2271	0	2875
2016	02	Ciudades	Interior	Pachuca	3 estrellas	20648	28	6643	14	10809	41	13039
2016	02	Ciudades	Interior	Pachuca	4 estrellas	8468	19	4220	14	5502	28	7643
2016	02	Ciudades	Interior	Pachuca	5 estrellas	11020	624	5606	153	6154	665	10569
2016	02	Ciudades	Interior	Palenque	1 estrella	22823	279	4631	488	9127	494	9131
2016	02	Ciudades	Interior	Palenque	2 estrellas	9860	115	2402	204	4827	204	4847
2016	02	Ciudades	Interior	Palenque	3 estrellas	11165	901	1472	1755	2783	1819	2986
2016	02	Ciudades	Interior	Palenque	4 estrellas	16965	3269	3170	5353	5378	6096	6156
2016	02	Ciudades	Interior	Palenque	5 estrellas	7192	1374	2026	1731	3113	2481	3971
2016	02	Ciudades	Interior	Puebla	1 estrella	14790	528	9393	1056	18740	1562	29879
2016	02	Ciudades	Interior	Puebla	2 estrellas	13166	987	6985	1975	13824	2926	28636
2016	02	Ciudades	Interior	Puebla	3 estrellas	60214	9223	25977	25660	54128	43119	97094
2016	02	Ciudades	Interior	Puebla	4 estrellas	89300	8943	53931	4095	36067	10280	74037
2016	02	Ciudades	Interior	Puebla	5 estrellas	50406	10566	21007	10603	20061	22118	37491
2016	02	Ciudades	Interior	Querétaro	1 estrella	6454	75	3165	77	4510	88	6706
2016	02	Ciudades	Interior	Querétaro	2 estrellas	10416	54	4691	36	5896	108	9695
2016	02	Ciudades	Interior	Querétaro	3 estrellas	23403	477	10981	290	11308	733	20432
2016	02	Ciudades	Interior	Querétaro	4 estrellas	60554	5734	28316	2791	23435	8268	44329
2016	02	Ciudades	Interior	Querétaro	5 estrellas	88915	8932	36889	4120	27399	10667	55041
2016	02	Ciudades	Interior	Salamanca	1 estrella	3538	0	1256	0	1338	0	2031
2016	02	Ciudades	Interior	Salamanca	3 estrellas	7646	0	2716	0	3484	0	4456
2016	02	Ciudades	Interior	Salamanca	4 estrellas	3393	478	855	15	996	487	1114
2016	02	Ciudades	Interior	Salamanca	5 estrellas	6003	1015	1052	206	454	1023	1052
2016	02	Ciudades	Interior	San Cristóbal de las Casas	1 estrella	29056	645	7717	1228	11307	1243	13957
